feedback_text,service_category,sentiment
"During office hours, I expected better performance because online meetings keep buffering. overall service quality looks better now.",Broadband Service,Neutral
"Today, I appreciate the quick resolution because network quality improved after update. overall service quality looks better now.",Mobile Network,Positive
"This week, I am unhappy with the service because wifi coverage improved after technician visit. the service experience feels smooth now.",Broadband Service,Positive
"Since yesterday, I appreciate the quick resolution because priority support handled issue efficiently. expecting faster resolution from technical team.",Customer Support,Positive
"After recent update, I expected better performance because voice calls are dropping continuously. please resolve this quickly.",Mobile Network,Neutral
"Honestly, I am extremely happy because roaming service activated instantly. thank you for solving the issue.",Mobile Network,Positive
"Every evening, I am satisfied overall because payment reflected successfully after few minutes. the service experience feels smooth now.",Billing & Payments,Positive
"Seriously, I appreciate the quick resolution because data pack activated instantly. customer support should improve further.",Service Activation,Positive
"Every evening, I feel totally upset because notifications are delayed. expecting faster resolution from technical team.",Mobile App Issues,Negative
"During office hours, I am unhappy with the service because signal strength fluctuates frequently. the service experience feels smooth now.",Mobile Network,Positive
"This week, I appreciate the quick resolution because bill payment failed multiple times. the service experience feels smooth now.",Billing & Payments,Positive
"During office hours, I feel totally upset because 5G signal disappears suddenly. the issue affects my daily work badly.",Mobile Network,Negative
"This week, I feel disappointed because mobile application crashes during payment. thank you for solving the issue.",Mobile App Issues,Negative
"Seriously, I am very frustrated because 5G signal disappears suddenly. hoping this gets fixed permanently.",Mobile Network,Negative
"Today, I feel disappointed because usage statistics are inaccurate. the issue affects my daily work badly.",Mobile App Issues,Negative
"Unfortunately, I am very frustrated because dark mode feature looks excellent. this problem needs immediate attention.",Mobile App Issues,Negative
"Today, I feel disappointed because unable to login into the app. customer support should improve further.",Mobile App Issues,Negative
"Recently, I am unhappy with the service because mobile application crashes during payment. this issue still continues every day.",Mobile App Issues,Positive
"This week, I am somewhat satisfied because broadband installation still pending. expecting faster resolution from technical team.",Service Activation,Positive
"Unfortunately, I feel totally upset because support waiting time is too long. the issue affects my daily work badly.",Customer Support,Negative
"After recent update, I am very frustrated because chat support disconnected suddenly. expecting faster resolution from technical team.",Customer Support,Negative
"Today, I am satisfied overall because priority support handled issue efficiently. expecting faster resolution from technical team.",Customer Support,Positive
"Recently, I expected better performance because network coverage is weak indoors. overall service quality looks better now.",Mobile Network,Neutral
"Honestly, I feel disappointed because installation process completed quickly. expecting faster resolution from technical team.",Broadband Service,Negative
"Today, I expected better performance because auto payment feature works smoothly. please resolve this quickly.",Billing & Payments,Neutral
"Honestly, I am unhappy with the service because annual discount applied correctly. the issue affects my daily work badly.",Billing & Payments,Positive
No major issues with the Mobile Network.,Mobile Network,Neutral
"Today, I am very frustrated because voice calls are dropping continuously. hoping this gets fixed permanently.",Mobile Network,Negative
"This week, I expected better performance because bill payment failed multiple times. the issue affects my daily work badly.",Billing & Payments,Neutral
"This week, I expected better performance because payment reflected successfully after few minutes. the service experience feels smooth now.",Billing & Payments,Neutral
"During office hours, I feel disappointed because dark mode feature looks excellent. the issue affects my daily work badly.",Mobile App Issues,Negative
"Every evening, I am unhappy with the service because network coverage is weak indoors. thank you for solving the issue.",Mobile Network,Positive
"During office hours, I feel disappointed because broadband speed improved recently. customer support should improve further.",Broadband Service,Negative
"After recent update, I feel totally upset because signal strength fluctuates frequently. customer support should improve further.",Mobile Network,Negative
"Since yesterday, I am unhappy with the service because 5G signal disappears suddenly. hoping this gets fixed permanently.",Mobile Network,Positive
"Recently, I am unhappy with the service because invoice details are confusing. this issue still continues every day.",Billing & Payments,Positive
"During office hours, I expected better performance because support executive resolved issue quickly. customer support should improve further.",Customer Support,Neutral
"Honestly, I feel disappointed because unable to login into the app. customer support should improve further.",Mobile App Issues,Negative
"Honestly, I am unhappy with the service because router restarts automatically. hoping this gets fixed permanently.",Broadband Service,Positive
"Today, I appreciate the quick resolution because auto payment feature works smoothly. this issue still continues every day.",Billing & Payments,Positive
"Today, I appreciate the quick resolution because mobile internet becomes extremely slow. overall service quality looks better now.",Mobile Network,Positive
"During office hours, I feel disappointed because auto payment feature works smoothly. this issue still continues every day.",Billing & Payments,Negative
"Honestly, I am satisfied overall because billing system generated duplicate charges. the service experience feels smooth now.",Billing & Payments,Positive
"Honestly, I appreciate the quick resolution because unable to login into the app. please resolve this quickly.",Mobile App Issues,Positive
"Seriously, I am satisfied overall because auto payment feature works smoothly. the issue affects my daily work badly.",Billing & Payments,Positive
"Seriously, I am satisfied overall because payment gateway failed during recharge. thank you for solving the issue.",Billing & Payments,Positive
"Seriously, I am satisfied overall because internet stopped working suddenly. overall service quality looks better now.",Broadband Service,Positive
"Recently, I expected better performance because activation request still under processing. expecting faster resolution from technical team.",Service Activation,Neutral
"After recent update, I am highly impressed because support team solved the problem successfully. the issue affects my daily work badly.",Customer Support,Positive
"Today, I feel totally upset because usage statistics are inaccurate. the service experience feels smooth now.",Mobile App Issues,Negative
"Seriously, I am very frustrated because 5G signal disappears suddenly. expecting faster resolution from technical team.",Mobile Network,Negative
"Every evening, I am somewhat satisfied because mobile data not working properly. the issue affects my daily work badly.",Mobile Network,Positive
"Unfortunately, I am somewhat satisfied because eSIM activation failed repeatedly. overall service quality looks better now.",Service Activation,Positive
"Seriously, I feel disappointed because mobile data not working properly. hoping this gets fixed permanently.",Mobile Network,Negative
"During office hours, I am highly impressed because payment transaction failed inside app. customer support should improve further.",Mobile App Issues,Positive
"Honestly, I feel disappointed because refund still not processed. the service experience feels smooth now.",Billing & Payments,Negative
"Every evening, I am very frustrated because mobile data not working properly. hoping this gets fixed permanently.",Mobile Network,Negative
"Seriously, I am somewhat satisfied because SIM activation delayed for several hours. overall service quality looks better now.",Service Activation,Positive
"Today, I am extremely happy because usage statistics are inaccurate. customer support should improve further.",Mobile App Issues,Positive
"This week, I am satisfied overall because unable to login into the app. customer support should improve further.",Mobile App Issues,Positive
"Today, I appreciate the quick resolution because notifications are delayed. this issue still continues every day.",Mobile App Issues,Positive
"After recent update, I am somewhat satisfied because wifi signal does not reach upstairs. the service experience feels smooth now.",Broadband Service,Positive
"After recent update, I feel totally upset because router overheating issue continues. please resolve this quickly.",Broadband Service,Negative
"Seriously, I feel totally upset because router overheating issue continues. hoping this gets fixed permanently.",Broadband Service,Negative
"This week, I appreciate the quick resolution because support team solved the problem successfully. thank you for solving the issue.",Customer Support,Positive
"Honestly, I am somewhat satisfied because roaming service activated instantly. the issue affects my daily work badly.",Mobile Network,Positive
"Since yesterday, I am somewhat satisfied because SIM replacement completed successfully. this problem needs immediate attention.",Service Activation,Positive
"Recently, I am unhappy with the service because data connection stops randomly. hoping this gets fixed permanently.",Mobile Network,Positive
"Recently, I feel totally upset because payment reflected successfully after few minutes. this problem needs immediate attention.",Billing & Payments,Negative
"Every evening, I am very frustrated because wifi signal does not reach upstairs. hoping this gets fixed permanently.",Broadband Service,Negative
"Every evening, I feel disappointed because payment transaction failed inside app. the issue affects my daily work badly.",Mobile App Issues,Negative
"Today, I am highly impressed because voice calls are dropping continuously. overall service quality looks better now.",Mobile Network,Positive
"Every evening, I am unhappy with the service because installation process completed quickly. hoping this gets fixed permanently.",Broadband Service,Positive
The Fiber Broadband coverage is poor in my area.,Broadband Service,Negative
"Every evening, I feel disappointed because application loads much faster now. this issue still continues every day.",Mobile App Issues,Negative
"During office hours, I appreciate the quick resolution because signal strength fluctuates frequently. expecting faster resolution from technical team.",Mobile Network,Positive
"Honestly, I feel totally upset because support team solved the problem successfully. this issue still continues every day.",Customer Support,Negative
"Since yesterday, I expected better performance because internet stopped working suddenly. expecting faster resolution from technical team.",Broadband Service,Neutral
"Every evening, I am very frustrated because wifi coverage improved after technician visit. the issue affects my daily work badly.",Broadband Service,Negative
"During office hours, I am extremely happy because identity verification process is slow. the service experience feels smooth now.",Service Activation,Positive
"After recent update, I am unhappy with the service because billing system generated duplicate charges. thank you for solving the issue.",Billing & Payments,Positive
"Unfortunately, I expected better performance because network coverage is weak indoors. customer support should improve further.",Mobile Network,Neutral
"Unfortunately, I am extremely happy because usage statistics are inaccurate. the issue affects my daily work badly.",Mobile App Issues,Positive
"Recently, I feel disappointed because support executive resolved issue quickly. thank you for solving the issue.",Customer Support,Negative
"Every evening, I am very frustrated because extra roaming charges added unexpectedly. expecting faster resolution from technical team.",Billing & Payments,Negative
"Every evening, I am satisfied overall because internet stopped working suddenly. hoping this gets fixed permanently.",Broadband Service,Positive
"After recent update, I am very frustrated because app performance improved after update. the service experience feels smooth now.",Mobile App Issues,Negative
"Seriously, I am very frustrated because issue remained unresolved after many complaints. this problem needs immediate attention.",Customer Support,Negative
"Seriously, I expected better performance because usage statistics are inaccurate. the service experience feels smooth now.",Mobile App Issues,Neutral
"Seriously, I am extremely happy because streaming quality became much better. overall service quality looks better now.",Broadband Service,Positive
"Since yesterday, I am satisfied overall because identity verification process is slow. the issue affects my daily work badly.",Service Activation,Positive
"Since yesterday, I am somewhat satisfied because invoice details are confusing. customer support should improve further.",Billing & Payments,Positive
"After recent update, I am very frustrated because monthly invoice amount looks incorrect. please resolve this quickly.",Billing & Payments,Negative
"Every evening, I am satisfied overall because streaming quality became much better. this problem needs immediate attention.",Broadband Service,Positive
"During office hours, I expected better performance because customer care is not responding properly. overall service quality looks better now.",Customer Support,Neutral
"Recently, I appreciate the quick resolution because priority support handled issue efficiently. thank you for solving the issue.",Customer Support,Positive
"Since yesterday, I appreciate the quick resolution because payment reflected successfully after few minutes. this issue still continues every day.",Billing & Payments,Positive
"Today, I am somewhat satisfied because internet stopped working suddenly. the service experience feels smooth now.",Broadband Service,Positive
"Every evening, I expected better performance because router restarts automatically. expecting faster resolution from technical team.",Broadband Service,Neutral
"Today, I am satisfied overall because application freezes frequently. hoping this gets fixed permanently.",Mobile App Issues,Positive
"Unfortunately, I am somewhat satisfied because billing system generated duplicate charges. this issue still continues every day.",Billing & Payments,Positive
"After recent update, I expected better performance because wifi signal does not reach upstairs. thank you for solving the issue.",Broadband Service,Neutral
"Honestly, I am unhappy with the service because internet speed improved significantly. expecting faster resolution from technical team.",Mobile Network,Positive
"After recent update, I feel disappointed because app performance improved after update. hoping this gets fixed permanently.",Mobile App Issues,Negative
"Honestly, I am satisfied overall because internet stopped working suddenly. expecting faster resolution from technical team.",Broadband Service,Positive
"Today, I am extremely happy because new connection activated earlier than expected. the service experience feels smooth now.",Service Activation,Positive
"This week, I appreciate the quick resolution because application freezes frequently. thank you for solving the issue.",Mobile App Issues,Positive
"Honestly, I am somewhat satisfied because internet stopped working suddenly. customer support should improve further.",Broadband Service,Positive
"This week, I am somewhat satisfied because plan upgrade reflected successfully. please resolve this quickly.",Service Activation,Positive
"Honestly, I am somewhat satisfied because router restarts automatically. thank you for solving the issue.",Broadband Service,Positive
"Seriously, I am very frustrated because email support response was delayed. thank you for solving the issue.",Customer Support,Negative
"This week, I expected better performance because support agent behaved professionally. please resolve this quickly.",Customer Support,Neutral
The Fiber Broadband coverage is fantastic.,Broadband Service,Positive
"Every evening, I feel totally upset because roaming activation took too much time. the service experience feels smooth now.",Service Activation,Negative
"Unfortunately, I am satisfied overall because application loads much faster now. thank you for solving the issue.",Mobile App Issues,Positive
"Recently, I expected better performance because wifi signal does not reach upstairs. the issue affects my daily work badly.",Broadband Service,Neutral
"Honestly, I am satisfied overall because monthly invoice amount looks incorrect. this problem needs immediate attention.",Billing & Payments,Positive
"Honestly, I am somewhat satisfied because internet stopped working suddenly. please resolve this quickly.",Broadband Service,Positive
"Recently, I expected better performance because streaming quality became much better. please resolve this quickly.",Broadband Service,Neutral
"This week, I appreciate the quick resolution because voice calls are dropping continuously. hoping this gets fixed permanently.",Mobile Network,Positive
"Unfortunately, I am very frustrated because signal strength fluctuates frequently. the service experience feels smooth now.",Mobile Network,Negative
"Unfortunately, I appreciate the quick resolution because technical support explained issue clearly. the issue affects my daily work badly.",Customer Support,Positive
"Seriously, I am unhappy with the service because technical support explained issue clearly. overall service quality looks better now.",Customer Support,Positive
"Today, I am highly impressed because network quality improved after update. the service experience feels smooth now.",Mobile Network,Positive
"Seriously, I am somewhat satisfied because broadband speed improved recently. this problem needs immediate attention.",Broadband Service,Positive
"Today, I am extremely happy because plan upgrade reflected successfully. thank you for solving the issue.",Service Activation,Positive
"This week, I am very frustrated because support team solved the problem successfully. this issue still continues every day.",Customer Support,Negative
"Unfortunately, I am extremely happy because roaming service activated instantly. this issue still continues every day.",Mobile Network,Positive
"During office hours, I expected better performance because broadband speed improved recently. the issue affects my daily work badly.",Broadband Service,Neutral
"Today, I am unhappy with the service because SIM replacement completed successfully. this issue still continues every day.",Service Activation,Positive
"Honestly, I feel disappointed because 5G signal disappears suddenly. the issue affects my daily work badly.",Mobile Network,Negative
"Today, I am extremely happy because mobile data not working properly. please resolve this quickly.",Mobile Network,Positive
"Honestly, I feel disappointed because email support response was delayed. the issue affects my daily work badly.",Customer Support,Negative
"After recent update, I am extremely happy because identity verification process is slow. the service experience feels smooth now.",Service Activation,Positive
"After recent update, I am satisfied overall because monthly invoice amount looks incorrect. thank you for solving the issue.",Billing & Payments,Positive
"Honestly, I am highly impressed because refund still not processed. please resolve this quickly.",Billing & Payments,Positive
"Seriously, I appreciate the quick resolution because SIM replacement completed successfully. please resolve this quickly.",Service Activation,Positive
"Every evening, I am very frustrated because unable to login into the app. the service experience feels smooth now.",Mobile App Issues,Negative
"During office hours, I appreciate the quick resolution because roaming service activated instantly. thank you for solving the issue.",Mobile Network,Positive
"Seriously, I feel totally upset because billing system generated duplicate charges. this issue still continues every day.",Billing & Payments,Negative
"Since yesterday, I feel totally upset because app performance improved after update. customer support should improve further.",Mobile App Issues,Negative
"Unfortunately, I am very frustrated because SIM activation delayed for several hours. hoping this gets fixed permanently.",Service Activation,Negative
"Unfortunately, I expected better performance because application loads much faster now. overall service quality looks better now.",Mobile App Issues,Neutral
"Since yesterday, I am highly impressed because identity verification process is slow. thank you for solving the issue.",Service Activation,Positive
"This week, I feel totally upset because router restarts automatically. customer support should improve further.",Broadband Service,Negative
"Every evening, I am very frustrated because payment gateway failed during recharge. expecting faster resolution from technical team.",Billing & Payments,Negative
"Since yesterday, I expected better performance because internet speed improved significantly. customer support should improve further.",Mobile Network,Neutral
"Every evening, I am very frustrated because fiber internet disconnects every evening. expecting faster resolution from technical team.",Broadband Service,Negative
"Honestly, I am somewhat satisfied because internet stopped working suddenly. expecting faster resolution from technical team.",Broadband Service,Positive
"Recently, I feel disappointed because activation request still under processing. the issue affects my daily work badly.",Service Activation,Negative
"Seriously, I am unhappy with the service because mobile internet becomes extremely slow. thank you for solving the issue.",Mobile Network,Positive
"Today, I am highly impressed because fingerprint login works perfectly. hoping this gets fixed permanently.",Mobile App Issues,Positive
"Since yesterday, I am somewhat satisfied because network coverage is weak indoors. this issue still continues every day.",Mobile Network,Positive
"Honestly, I am satisfied overall because broadband speed improved recently. please resolve this quickly.",Broadband Service,Positive
"Honestly, I am very frustrated because router overheating issue continues. this issue still continues every day.",Broadband Service,Negative
"Seriously, I am extremely happy because customer care is not responding properly. this issue still continues every day.",Customer Support,Positive
"Unfortunately, I am highly impressed because wifi coverage improved after technician visit. this issue still continues every day.",Broadband Service,Positive
"Every evening, I am somewhat satisfied because unable to login into the app. the issue affects my daily work badly.",Mobile App Issues,Positive
"Today, I am very frustrated because payment transaction failed inside app. hoping this gets fixed permanently.",Mobile App Issues,Negative
"Every evening, I am highly impressed because streaming quality became much better. please resolve this quickly.",Broadband Service,Positive
"Every evening, I appreciate the quick resolution because mobile internet becomes extremely slow. expecting faster resolution from technical team.",Mobile Network,Positive
"After recent update, I am very frustrated because data pack activated instantly. customer support should improve further.",Service Activation,Negative
"Since yesterday, I am unhappy with the service because annual discount applied correctly. expecting faster resolution from technical team.",Billing & Payments,Positive
"Recently, I feel disappointed because extra roaming charges added unexpectedly. hoping this gets fixed permanently.",Billing & Payments,Negative
"Unfortunately, I am highly impressed because installation process completed quickly. this issue still continues every day.",Broadband Service,Positive
"This week, I expected better performance because activation request still under processing. overall service quality looks better now.",Service Activation,Neutral
"During office hours, I feel disappointed because annual discount applied correctly. overall service quality looks better now.",Billing & Payments,Negative
"During office hours, I am highly impressed because identity verification process is slow. expecting faster resolution from technical team.",Service Activation,Positive
"Today, I feel totally upset because 5G signal disappears suddenly. thank you for solving the issue.",Mobile Network,Negative
"Recently, I am extremely happy because application loads much faster now. customer support should improve further.",Mobile App Issues,Positive
"Seriously, I feel disappointed because bill payment failed multiple times. customer support should improve further.",Billing & Payments,Negative
"Honestly, I am unhappy with the service because new connection activated earlier than expected. customer support should improve further.",Service Activation,Positive
"Since yesterday, I expected better performance because network coverage is weak indoors. the service experience feels smooth now.",Mobile Network,Neutral
"Every evening, I am unhappy with the service because activation request still under processing. thank you for solving the issue.",Service Activation,Positive
"Recently, I am satisfied overall because notifications are delayed. the issue affects my daily work badly.",Mobile App Issues,Positive
"Unfortunately, I am somewhat satisfied because fingerprint login works perfectly. this issue still continues every day.",Mobile App Issues,Positive
"Since yesterday, I feel totally upset because router restarts automatically. this issue still continues every day.",Broadband Service,Negative
"Unfortunately, I am highly impressed because broadband installation still pending. hoping this gets fixed permanently.",Service Activation,Positive
"Recently, I am unhappy with the service because support agent behaved professionally. the issue affects my daily work badly.",Customer Support,Positive
"Today, I expected better performance because auto payment feature works smoothly. thank you for solving the issue.",Billing & Payments,Neutral
"Every evening, I am unhappy with the service because new connection activated earlier than expected. customer support should improve further.",Service Activation,Positive
The Customer Support is okay.,Customer Support,Neutral
"Today, I am somewhat satisfied because priority support handled issue efficiently. the service experience feels smooth now.",Customer Support,Positive
"Today, I appreciate the quick resolution because new connection activated earlier than expected. customer support should improve further.",Service Activation,Positive
"This week, I appreciate the quick resolution because priority support handled issue efficiently. the issue affects my daily work badly.",Customer Support,Positive
"During office hours, I feel disappointed because extra roaming charges added unexpectedly. this issue still continues every day.",Billing & Payments,Negative
"Recently, I am unhappy with the service because support executive resolved issue quickly. overall service quality looks better now.",Customer Support,Positive
"Honestly, I am highly impressed because payment reflected successfully after few minutes. hoping this gets fixed permanently.",Billing & Payments,Positive
"This week, I appreciate the quick resolution because wifi coverage improved after technician visit. the service experience feels smooth now.",Broadband Service,Positive
"Seriously, I am unhappy with the service because router restarts automatically. thank you for solving the issue.",Broadband Service,Positive
"Seriously, I expected better performance because fingerprint login works perfectly. overall service quality looks better now.",Mobile App Issues,Neutral
"Recently, I appreciate the quick resolution because support waiting time is too long. expecting faster resolution from technical team.",Customer Support,Positive
The Customer Support quality is unacceptable.,Customer Support,Negative
"After recent update, I am satisfied overall because dark mode feature looks excellent. hoping this gets fixed permanently.",Mobile App Issues,Positive
"Every evening, I am highly impressed because monthly invoice amount looks incorrect. the issue affects my daily work badly.",Billing & Payments,Positive
"Every evening, I expected better performance because voice calls are dropping continuously. the service experience feels smooth now.",Mobile Network,Neutral
"Recently, I am very frustrated because online meetings keep buffering. customer support should improve further.",Broadband Service,Negative
"This week, I am very frustrated because support agent behaved professionally. expecting faster resolution from technical team.",Customer Support,Negative
"Since yesterday, I feel totally upset because streaming quality became much better. the issue affects my daily work badly.",Broadband Service,Negative
"After recent update, I expected better performance because installation process completed quickly. customer support should improve further.",Broadband Service,Neutral
"Seriously, I feel disappointed because router overheating issue continues. thank you for solving the issue.",Broadband Service,Negative
"Unfortunately, I am highly impressed because payment gateway failed during recharge. overall service quality looks better now.",Billing & Payments,Positive
"Since yesterday, I appreciate the quick resolution because priority support handled issue efficiently. this problem needs immediate attention.",Customer Support,Positive
"During office hours, I am unhappy with the service because streaming quality became much better. please resolve this quickly.",Broadband Service,Positive
"This week, I am highly impressed because new connection activated earlier than expected. expecting faster resolution from technical team.",Service Activation,Positive
"Seriously, I am somewhat satisfied because roaming activation took too much time. expecting faster resolution from technical team.",Service Activation,Positive
"This week, I appreciate the quick resolution because internet stopped working suddenly. thank you for solving the issue.",Broadband Service,Positive
"Every evening, I am satisfied overall because support executive resolved issue quickly. this problem needs immediate attention.",Customer Support,Positive
"During office hours, I am highly impressed because new connection activated earlier than expected. the issue affects my daily work badly.",Service Activation,Positive
"Seriously, I appreciate the quick resolution because billing system generated duplicate charges. expecting faster resolution from technical team.",Billing & Payments,Positive
"Since yesterday, I expected better performance because support waiting time is too long. the service experience feels smooth now.",Customer Support,Neutral
"Every evening, I appreciate the quick resolution because internet speed improved significantly. overall service quality looks better now.",Mobile Network,Positive
Extremely disappointed with the Mobile Network.,Mobile Network,Negative
"Since yesterday, I am very frustrated because unable to login into the app. this issue still continues every day.",Mobile App Issues,Negative
"This week, I am unhappy with the service because wifi signal does not reach upstairs. expecting faster resolution from technical team.",Broadband Service,Positive
"After recent update, I am highly impressed because usage statistics are inaccurate. hoping this gets fixed permanently.",Mobile App Issues,Positive
"Today, I am unhappy with the service because unable to login into the app. customer support should improve further.",Mobile App Issues,Positive
"Recently, I am unhappy with the service because router overheating issue continues. overall service quality looks better now.",Broadband Service,Positive
"This week, I feel totally upset because mobile data not working properly. please resolve this quickly.",Mobile Network,Negative
"Today, I am highly impressed because dark mode feature looks excellent. this issue still continues every day.",Mobile App Issues,Positive
"After recent update, I am very frustrated because router overheating issue continues. hoping this gets fixed permanently.",Broadband Service,Negative
"Seriously, I feel totally upset because application freezes frequently. the issue affects my daily work badly.",Mobile App Issues,Negative
"Every evening, I am unhappy with the service because activation request still under processing. this issue still continues every day.",Service Activation,Positive
"After recent update, I am highly impressed because broadband speed improved recently. customer support should improve further.",Broadband Service,Positive
"Today, I am extremely happy because billing system generated duplicate charges. hoping this gets fixed permanently.",Billing & Payments,Positive
"Today, I appreciate the quick resolution because data connection stops randomly. hoping this gets fixed permanently.",Mobile Network,Positive
"After recent update, I am somewhat satisfied because usage statistics are inaccurate. the service experience feels smooth now.",Mobile App Issues,Positive
"Unfortunately, I am highly impressed because monthly invoice amount looks incorrect. hoping this gets fixed permanently.",Billing & Payments,Positive
"Seriously, I am highly impressed because chat support disconnected suddenly. please resolve this quickly.",Customer Support,Positive
"Seriously, I am very frustrated because billing system generated duplicate charges. hoping this gets fixed permanently.",Billing & Payments,Negative
"Unfortunately, I appreciate the quick resolution because data pack activated instantly. the service experience feels smooth now.",Service Activation,Positive
"Every evening, I feel totally upset because router overheating issue continues. thank you for solving the issue.",Broadband Service,Negative
"Seriously, I am unhappy with the service because dark mode feature looks excellent. thank you for solving the issue.",Mobile App Issues,Positive
"Unfortunately, I am extremely happy because 5G signal disappears suddenly. overall service quality looks better now.",Mobile Network,Positive
"Today, I am extremely happy because router overheating issue continues. please resolve this quickly.",Broadband Service,Positive
"After recent update, I appreciate the quick resolution because billing system generated duplicate charges. the issue affects my daily work badly.",Billing & Payments,Positive
"Recently, I am very frustrated because data connection stops randomly. expecting faster resolution from technical team.",Mobile Network,Negative
"Today, I appreciate the quick resolution because internet speed improved significantly. this problem needs immediate attention.",Mobile Network,Positive
"This week, I am satisfied overall because network coverage is weak indoors. thank you for solving the issue.",Mobile Network,Positive
"During office hours, I am somewhat satisfied because mobile data not working properly. the service experience feels smooth now.",Mobile Network,Positive
"Recently, I am unhappy with the service because mobile internet becomes extremely slow. the service experience feels smooth now.",Mobile Network,Positive
"During office hours, I am extremely happy because bill payment failed multiple times. this problem needs immediate attention.",Billing & Payments,Positive
"Since yesterday, I am very frustrated because streaming quality became much better. please resolve this quickly.",Broadband Service,Negative
"This week, I feel disappointed because installation process completed quickly. thank you for solving the issue.",Broadband Service,Negative
"Today, I feel totally upset because chat support disconnected suddenly. customer support should improve further.",Customer Support,Negative
"This week, I feel disappointed because application loads much faster now. expecting faster resolution from technical team.",Mobile App Issues,Negative
"Seriously, I am highly impressed because support team solved the problem successfully. this problem needs immediate attention.",Customer Support,Positive
"Every evening, I am unhappy with the service because invoice details are confusing. thank you for solving the issue.",Billing & Payments,Positive
"Recently, I feel disappointed because 5G signal disappears suddenly. this issue still continues every day.",Mobile Network,Negative
"Today, I appreciate the quick resolution because mobile internet becomes extremely slow. hoping this gets fixed permanently.",Mobile Network,Positive
"Since yesterday, I am satisfied overall because installation process completed quickly. this problem needs immediate attention.",Broadband Service,Positive
"Today, I am unhappy with the service because installation process completed quickly. this issue still continues every day.",Broadband Service,Positive
"This week, I feel totally upset because technical support explained issue clearly. expecting faster resolution from technical team.",Customer Support,Negative
"Today, I expected better performance because identity verification process is slow. overall service quality looks better now.",Service Activation,Neutral
"This week, I am very frustrated because signal strength fluctuates frequently. expecting faster resolution from technical team.",Mobile Network,Negative
"Honestly, I am very frustrated because broadband speed improved recently. thank you for solving the issue.",Broadband Service,Negative
"Seriously, I am very frustrated because fiber internet disconnects every evening. the issue affects my daily work badly.",Broadband Service,Negative
"Since yesterday, I am somewhat satisfied because SIM replacement completed successfully. this issue still continues every day.",Service Activation,Positive
"Unfortunately, I am extremely happy because wifi coverage improved after technician visit. overall service quality looks better now.",Broadband Service,Positive
"Honestly, I appreciate the quick resolution because identity verification process is slow. hoping this gets fixed permanently.",Service Activation,Positive
"After recent update, I am somewhat satisfied because unable to login into the app. expecting faster resolution from technical team.",Mobile App Issues,Positive
"Every evening, I expected better performance because wifi coverage improved after technician visit. this issue still continues every day.",Broadband Service,Neutral
"After recent update, I feel totally upset because extra roaming charges added unexpectedly. this problem needs immediate attention.",Billing & Payments,Negative
Customer experience with Fiber Broadband is great.,Broadband Service,Positive
"During office hours, I feel totally upset because notifications are delayed. thank you for solving the issue.",Mobile App Issues,Negative
"Unfortunately, I am satisfied overall because support waiting time is too long. this problem needs immediate attention.",Customer Support,Positive
"Seriously, I am satisfied overall because application freezes frequently. thank you for solving the issue.",Mobile App Issues,Positive
"This week, I am extremely happy because dark mode feature looks excellent. the service experience feels smooth now.",Mobile App Issues,Positive
"During office hours, I am satisfied overall because wifi signal does not reach upstairs. please resolve this quickly.",Broadband Service,Positive
"Every evening, I am satisfied overall because auto payment feature works smoothly. hoping this gets fixed permanently.",Billing & Payments,Positive
"Recently, I feel disappointed because online meetings keep buffering. the service experience feels smooth now.",Broadband Service,Negative
"Honestly, I am satisfied overall because identity verification process is slow. the service experience feels smooth now.",Service Activation,Positive
"Every evening, I am satisfied overall because extra roaming charges added unexpectedly. this issue still continues every day.",Billing & Payments,Positive
"This week, I am somewhat satisfied because mobile data not working properly. the service experience feels smooth now.",Mobile Network,Positive
"Unfortunately, I am unhappy with the service because new connection activated earlier than expected. overall service quality looks better now.",Service Activation,Positive
"Honestly, I am very frustrated because technical support explained issue clearly. this problem needs immediate attention.",Customer Support,Negative
"During office hours, I am somewhat satisfied because support executive resolved issue quickly. this problem needs immediate attention.",Customer Support,Positive
"Since yesterday, I am unhappy with the service because application loads much faster now. please resolve this quickly.",Mobile App Issues,Positive
"Unfortunately, I am highly impressed because customer care is not responding properly. please resolve this quickly.",Customer Support,Positive
"Unfortunately, I am somewhat satisfied because network coverage is weak indoors. this issue still continues every day.",Mobile Network,Positive
"After recent update, I expected better performance because annual discount applied correctly. customer support should improve further.",Billing & Payments,Neutral
"Seriously, I expected better performance because customer care is not responding properly. this issue still continues every day.",Customer Support,Neutral
"Unfortunately, I am very frustrated because notifications are delayed. the service experience feels smooth now.",Mobile App Issues,Negative
"During office hours, I feel disappointed because roaming activation took too much time. thank you for solving the issue.",Service Activation,Negative
"Recently, I appreciate the quick resolution because data connection stops randomly. thank you for solving the issue.",Mobile Network,Positive
"After recent update, I am somewhat satisfied because streaming quality became much better. customer support should improve further.",Broadband Service,Positive
"Since yesterday, I appreciate the quick resolution because payment transaction failed inside app. please resolve this quickly.",Mobile App Issues,Positive
"Every evening, I appreciate the quick resolution because broadband speed improved recently. this problem needs immediate attention.",Broadband Service,Positive
"This week, I am extremely happy because annual discount applied correctly. the issue affects my daily work badly.",Billing & Payments,Positive
"Every evening, I feel totally upset because network quality improved after update. customer support should improve further.",Mobile Network,Negative
